timestamp,label,method,suite,variant,repeat,test_id,status,duration_ms,run_wall_ms,run_ai_calls,run_prompt_tokens,run_completion_tokens,run_ai_ms,run_cost_usd
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,A5,passed,657,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,B1,failed,5448,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,B2,passed,771,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,B3,passed,623,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,B4,passed,737,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,C1,failed,5975,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,C2,timedOut,30028,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,C3,timedOut,30031,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,C4,timedOut,30035,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,D1,timedOut,30023,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,D2,failed,5438,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,D3,passed,247,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,D4,passed,227,32154,,,,,
2026-07-08T14:33:06.435Z,gd4-main,locator,main,v2,4,D5,failed,5227,32154,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,A1,passed,915,31928,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,A2,passed,465,31928,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,A3,failed,5954,31928,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,A4,passed,486,31928,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,A5,passed,673,31928,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,B1,failed,5679,31928,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,B2,passed,651,31928,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,B3,passed,795,31928,,,,,
2026-07-08T14:33:38.365Z,gd4-main,locator,main,v2,5,B4,passed,491,31928,,,,,
